Date,site,era5_meanair,era5_maxair,era5_minair,era5_meansoil,era5_wind,era5_snow,era5_prec,era5_prev_av_prec,era5_prev_av_temp
2020-01-31,Sandsjo,-1.53508046229824,-0.62339624969519,-2.44904103997646,-1.14838679419614,12.4333258863091,0.178156695511844,0.00558949638849727,0.00582705375456356,-5.24556501966955
2020-02-01,Sandsjo,-0.328559548189072,0.241622478867043,-0.705345392401057,-0.608213523366549,12.6893062156513,0.184253976479298,0.00804385375196543,0.00547814372912567,-4.14934347830655
2020-02-02,Sandsjo,-2.82245976084811,-0.75428724151709,-4.66622062318589,-2.0100397039405,10.7408791971929,0.189655563485815,0.000341898652843736,0.00575678924641574,-2.81627563572725
2020-02-03,Sandsjo,-7.40549402123864,-4.17794031456327,-12.3193600058863,-3.5970993907463,11.380234717457,0.192975759357668,0,0.00475710321847571,-2.57433596765526
2020-02-04,Sandsjo,-14.0738209632963,-11.2870284442996,-16.0446314513917,-4.69745639972568,9.87471319906981,0.195836782988433,3.39259964232848e-06,0.00406825470887631,-2.94932917437057
2020-02-05,Sandsjo,-8.27459123722718,-4.64573333750945,-11.3291411981901,-3.17283374483157,10.8182685990871,0.197277253613072,8.36841245108119e-05,0.00279572827858975,-5.23308295117408
2020-02-06,Sandsjo,-9.70282062480281,-7.22826951528265,-12.6869929655252,-3.57058278787663,9.84197152903766,0.20059104739326,0,0.00169456582579246,-6.58098510615986
2020-02-07,Sandsjo,-4.12947270817127,1.21135400088679,-12.5720365292295,-3.62695107150267,10.0187765472112,0.203877454447992,0.00280831859281796,8.57950753993752e-05,-8.45583732148261
2020-02-08,Sandsjo,-2.88690934703868,-1.413294930777,-3.92412560868252,-3.98549928102701,7.92509557442845,0.208432542667684,7.53911031628647e-06,0.00057907906339422,-8.71723991094724
2020-02-09,Sandsjo,-1.5126487814534,0.760633716004349,-4.32818040952412,-1.95170317762723,15.0330144868614,0.212094183428341,0.00564415493829037,0.000580586885457477,-7.81352297610725
2020-02-10,Sandsjo,1.49694296927502,2.52367846671865,0.46584443877066,-1.18403385619825,13.8924137635598,0.208228031406161,0.00667362045197975,0.00170873935318709,-5.30128853973867
2020-02-11,Sandsjo,-0.0516966459222796,1.32175770703219,-3.50413625231482,-0.694925548420772,12.1832985878818,0.204068805854426,0.000204686845087261,0.00302672661868087,-3.34698169843823
2020-02-12,Sandsjo,-6.57452592025908,-4.03566749736558,-8.9753797104708,-3.46604723182134,4.71403069891226,0.206710735681541,0,0.00306766398769833,-1.41675690266212
2020-02-13,Sandsjo,-10.7750834237497,-9.07212522616527,-12.6460183941723,-3.42088699683094,5.31469151822924,0.203370622191175,1.13086654744167e-06,0.00250600026913473,-1.90576754507968
2020-02-14,Sandsjo,-9.32921220684157,-6.24487980281197,-11.7388869117195,-3.63608153063511,7.16548882968268,0.20825435111634,0,0.00250471862038096,-3.48340236042189
2020-02-15,Sandsjo,-3.81353220544751,-1.41557129585215,-8.82969234566031,-1.76991409609804,8.12035498843833,0.211064513685543,0.00198655556834237,0.00137588763272289,-5.04671504549953
2020-02-16,Sandsjo,0.204015030854436,2.89244960889516,-5.30360284423176,-1.04532742015629,16.4926976672036,0.217413965930249,0.0193035150093443,0.000438474655995414,-6.10881008044403
2020-02-17,Sandsjo,-0.310822870311749,1.14192486609426,-1.76044060473941,-1.18797034157272,11.1343745406702,0.222187080938312,0.000217880288140772,0.00425824028884682,-6.05766774508869
2020-02-18,Sandsjo,0.438290936506699,2.76042043453566,-1.9391352631398,-0.79978914492393,11.8380227948155,0.225072645920459,1.84708202749066e-05,0.00430181634647498,-4.80492713509922
2020-02-19,Sandsjo,-3.80897947529718,-1.73426240637508,-8.23897560865532,-1.94749332521286,9.2299999509823,0.228795106551934,0.00023069677567846,0.00430528433722047,-2.56225226304794
2020-02-20,Sandsjo,-5.13633743547962,-0.640468987758879,-11.1310974366509,-2.88771192222263,20.052610154335,0.222144400327212,0.00262436430110048,0.00435142369235616,-1.45820571673906
2020-02-21,Sandsjo,0.193629115199004,1.33200134987044,-0.785018170031776,-0.469124373468733,15.0526594888807,0.235254461370223,0.00903185415891521,0.00447898543890779,-1.72276676274548
2020-02-22,Sandsjo,0.570367535138596,2.20157280858297,-0.640468987758879,-0.74555312420906,12.0904313056088,0.239000396337803,0.00208531791348575,0.00242465326882197,-1.72484394587657
2020-02-23,Sandsjo,-0.230201607233044,2.02060178510749,-1.65800417635705,-1.4545032054689,16.6468811679004,0.243485417220939,0.000107432322007127,0.00279814079389096,-1.5486058647865
2020-02-24,Sandsjo,-3.17795210675284,-1.33589851822143,-7.25672407872219,-0.860585974596252,18.4655321124132,0.247010124354315,2.18634199172368e-05,0.00281593309423741,-1.68230437353445
2020-02-25,Sandsjo,-8.44503407223007,-4.98263536863368,-11.9061997447441,-3.04916249598373,6.63031135042998,0.249453945011573,0,0.00277416642308516,-1.55609889982558
2020-02-26,Sandsjo,-12.0472395308594,-9.53650370149865,-14.2781721530646,-4.02535619544348,4.65628629903738,0.251134849745411,1.01777989269872e-05,0.00224929356286507,-2.21783822717567
2020-02-27,Sandsjo,-13.7242092271691,-10.3002241842161,-15.9353659277838,-4.20495834065352,4.69557630307595,0.251103550630604,0,0.000444958290867421,-4.66601195638736
2020-02-28,Sandsjo,-12.7845446938505,-10.6371262153403,-15.597325714122,-4.21436216682586,4.58008750332621,0.251017122393126,3.8826418128881e-05,2.78947081702705e-05,-7.52492730884889
2020-02-29,Sandsjo,-9.56344068822143,-6.34617804865672,-13.1388514329452,-2.99563722957259,5.88082475823961,0.253450984241127,0.000907331926565471,1.41735273946213e-05,-10.0357959261724
2020-03-01,Sandsjo,-11.6910358208687,-9.18025256723553,-15.1545727070027,-2.34819473228877,7.56791371953232,0.258217341485766,0.000101401033754092,0.000191267228724268,-11.3128936424661
2020-03-02,Sandsjo,-9.12120934809848,-7.98971363292492,-10.3434751206442,-1.73705537790283,9.62230468827655,0.261766234298766,0.00208757964658065,0.000211547435475087,-11.9620939921938
2020-03-03,Sandsjo,-8.86701524803854,-6.00017055723185,-11.111748333512,-1.692988611072,8.89663021974591,0.262211535341247,2.22403754330507e-05,0.000627027805005818,-11.3768879556416
2020-03-04,Sandsjo,-6.95373040236344,-5.02474812252422,-9.62072920927972,-0.509965409228824,12.1773455569668,0.26401870354959,0.00667588218507464,0.000631475880092429,-10.4054491598155
2020-03-05,Sandsjo,-4.7991034344486,-2.93732134859908,-7.66077887956379,-0.97512676431163,10.2312997508744,0.268228434491128,0.00717195564388651,0.00195888703348158,-9.23928630151812
2020-03-06,Sandsjo,-5.9776914521146,-1.40760401808905,-9.82901661365719,-2.88421282411198,7.16191701113372,0.282184994320965,8.29302134791599e-06,0.00321181177694579,-8.28641885076355
2020-03-07,Sandsjo,-4.18031152818326,-1.22208026446322,-6.11967972367796,-2.49778117651852,7.9846258835778,0.285496654070598,0,0.00319319017446455,-7.14374997701273
2020-03-08,Sandsjo,-0.317936511171643,1.93182354717607,-4.18590759232637,-1.27987634038492,15.3693607335552,0.289817710272756,0.00420983920061623,0.00277567424514842,-6.15557041302969
2020-03-09,Sandsjo,1.95937704944005,4.47224697105878,-1.22663299461357,-0.686560517000042,13.1631674764802,0.273664521658285,0.000320035232926496,0.00361319401018506,-4.44575466565631
2020-03-10,Sandsjo,-0.588823955116122,2.99374785473998,-2.63342661106475,-0.886446496570175,6.27074828316788,0.270335078320693,9.80084341117328e-06,0.00234202461975543,-2.66313317529561
2020-03-11,Sandsjo,0.0244667355508999,0.834615580947172,-0.934120082455024,-0.716576217980344,7.53576735259167,0.272608887877068,0.00493698639062239,0.000909593659660364,-1.82107727942912
2020-03-12,Sandsjo,-0.0613711974917332,1.88401988059763,-1.49524407348287,-0.648726518678771,9.35501360019594,0.268969298765479,0.00062499224522042,0.00189533233351526,-0.620645641896015
2020-03-13,Sandsjo,-4.13758225875154,-0.80095272555792,-8.48027030662269,-1.6652691932268,14.3746092676695,0.273375716189838,0.000599359270145036,0.00202033078255934,0.20314242424229
2020-03-14,Sandsjo,-6.10108940889743,-2.56399747627222,-9.09033614676656,-1.46275889007368,11.1022281737295,0.271429480323659,0,0.0012982347964651,-0.560786725273688
2020-03-15,Sandsjo,-2.12892720128156,1.07591027891453,-7.46273511802451,-0.526203411398493,13.6132166136493,0.273151287309802,0.00160658440840136,0.0012342277498798,-2.17288001694119
2020-03-16,Sandsjo,-1.56244426747259,1.24094674686393,-4.75386067857971,-0.394276477945882,15.2699451172758,0.270274258449875,0,0.00155358446287784,-2.48090066617427
2020-03-17,Sandsjo,0.117228612363817,2.60904215703727,-3.95030380704691,-0.35540368487303,12.4833313459945,0.278502013254758,0.00101476424857261,0.000566187184753363,-2.79828286677897
2020-03-18,Sandsjo,0.251154757619287,3.81323928179887,-2.33749915129346,-0.603292916648471,10.2187983859531,0.283118988360545,0,0.000644141585423801,-2.76256290480786
2020-03-19,Sandsjo,-1.18305008827865,2.83781684709123,-5.13515182866962,-1.58796099434491,7.67625888218414,0.286053991717217,0.000758811453334566,0.000524269731394794,-1.8848155015337
2020-03-20,Sandsjo,-4.82058662984544,-0.550552567289913,-9.68446743138429,-2.12900903970217,11.1950954560025,0.292133133424954,1.05547544428045e-05,0.000676032022061707,-0.901207637409941
2020-03-21,Sandsjo,-4.95878095961685,-1.33931306583418,-7.49232786400165,-1.17189635962698,11.2706989486222,0.295409937342188,0,0.000356826091269996,-1.43953952312272
2020-03-22,Sandsjo,-3.51120246890232,0.469258986383409,-7.83833535542652,-2.02070101849635,11.2153357611133,0.297169801206562,0,0.000356826091269996,-2.11880686155157
2020-03-23,Sandsjo,-1.20254146423473,3.13374430686252,-5.58587211355206,-0.782895061858506,10.2205842952276,0.297244492275988,0,0.000153873241555474,-2.8444930778048
2020-03-24,Sandsjo,1.89910079922062,6.00310248410636,-1.38825491495015,-0.462946278367137,9.53479513382699,0.300007706172981,0.000185462113780729,0.000153873241555474,-3.1352323221756
2020-03-25,Sandsjo,3.85502006578263,8.16109657536157,-0.497057988023585,-0.417348656112902,13.8221679987635,0.296245410304479,8.66997686373334e-06,3.9203373644707e-05,-2.51880214467575
2020-03-26,Sandsjo,0.970865515550211,5.11645828733009,-2.11896810407774,-0.328121654291659,8.13107044408521,0.289071510922017,3.7695551581389e-07,3.88264181288928e-05,-0.783680805550133
2020-03-27,Sandsjo,1.43605020351439,4.49273425673528,-0.998996487097202,-0.546487245758596,10.3128562744091,0.282741264952307,0.00010102407823828,3.89018092320555e-05,0.402248489483279
2020-03-28,Sandsjo,-1.30270152754194,0.89949198558935,-5.65530124834453,-0.40225879551078,17.8309390168811,0.286156780855618,0.000320412188442311,5.91066248797116e-05,1.39169902396662
2020-03-29,Sandsjo,-4.9681235412795,-1.48386224810707,-8.51783033036293,-0.889453534008995,11.2480774311454,0.285779057447379,0.000280831859281792,0.000123189062568174,1.37166701130518
2020-03-30,Sandsjo,-6.41176581738488,-2.22481908007285,-10.5676970805478,-1.6290753971449,7.33038778602639,0.286367338537046,1.50782206325799e-05,0.000142263011668387,-0.00177785679484428
2020-03-31,Sandsjo,0.0404012910770485,5.14946558091998,-5.863588652722,-0.772233747302666,17.4237517022995,0.289756890401938,0.00235747979590382,0.000143544660422156,-2.05513503342835
2020-04-01,Sandsjo,-0.665983246309698,1.49931418289498,-3.30153976062525,-0.361855147014521,14.8193006770152,0.281444841390131,0.000725262412427076,0.000614965228499757,-2.24122787832298
2020-04-02,Sandsjo,-2.02549486317881,0.847135588860567,-3.65892907742597,-0.769445403495747,11.8404040071815,0.285943733471875,0.00402739273096202,0.000739812895337516,-2.6616345682878
2020-04-03,Sandsjo,-2.96354697123586,0.480640811759201,-5.13401364613208,-0.744459656049479,13.7013214711903,0.292699718537312,0.000940504011957151,0.00148120900384146,-2.80619323541517
2020-04-04,Sandsjo,-3.47985502484643,-0.0565813459793958,-6.25398526311261,-0.982999735060567,14.2013760680449,0.293364113383441,0.000127410964345294,0.00161314343437653,-2.40527792140644
2020-04-05,Sandsjo,-3.83273903576921,0.253004304242836,-8.20938286267824,-1.03925867187065,8.52932821229439,0.294664449334967,3.39259964232848e-06,0.00163560998311907,-1.81889576289875
2020-04-06,Sandsjo,0.125527860033687,4.71012712141339,-4.68329336124964,-0.324950596628888,9.40799557533887,0.295556118435207,8.29302134791599e-06,0.00116479254386677,-2.593523828268
2020-04-07,Sandsjo,2.6399153583692,7.16632503751504,-0.773636344655984,-0.953366747936104,10.4902565956741,0.297943031610998,0.000293271391303669,0.00102139866565094,-2.43522160699933
2020-04-08,Sandsjo,3.07076487311633,7.70354719525369,-0.359337900976186,-0.346273225740582,10.737307378644,0.294958234208042,0.000110447966133645,0.000274574397719272,-1.50213956268972
2020-04-09,Sandsjo,1.00581720430845,4.74541078007843,-3.07959416579683,-0.280391769126254,12.4077278533749,0.288844948011426,9.8008434111764e-05,0.000108563188554571,-0.295277193819284
2020-04-10,Sandsjo,-0.259936626027366,3.29991895734946,-3.75795095819558,-0.309860736026766,13.9269413428664,0.282691115234264,0.000241628485637078,0.000102682682507865,0.601857252011692
2020-04-11,Sandsjo,-0.83590441431619,2.88562051366966,-4.31338403653552,-0.460978035679901,8.73827959740863,0.278744937066271,1.54551761483903e-05,0.000150329859706815,1.31641773396006
2020-04-12,Sandsjo,0.749109617811345,4.25599228891821,-2.2088845245467,-0.286624537635824,14.2769795606646,0.289178923793286,0.00481409889246686,0.00015176229066691,1.12413127909009
2020-04-13,Sandsjo,-0.771454828125608,0.424869867417726,-1.71036057308584,-0.475302468570327,22.8285084699694,0.29818631109427,0.00579079063394221,0.00105592779089955,0.745970130978514
2020-04-14,Sandsjo,0.776710544347701,3.93161026570738,-1.04907651875078,-0.301550378014007,16.5182957001378,0.308055135395964,0.00148520473230908,0.00219199632446126,-0.0224738092698739
2020-04-15,Sandsjo,2.64214429917196,6.09870981726323,-0.700792662250763,-0.249938680882105,14.3966354820548,0.302632563755656,0.00107583104213455,0.00246943558410073,-0.0682951412620242
2020-04-16,Sandsjo,1.70821810281366,5.18588742212262,-1.10257109801711,-0.290232982562415,13.5298741808402,0.296264972251233,0.00082327084653884,0.00263627609540022,0.512121043777842
2020-04-17,Sandsjo,1.52572950262136,4.92069089086601,-1.43378221645344,-0.29816062671933,17.2261110759236,0.288910391615113,8.66997686372988e-06,0.00279783922947831,1.02094554720381
2020-04-18,Sandsjo,2.03354861147247,6.39236091195937,-2.65960480942908,-0.32790296065974,14.3513924471013,0.289566606010782,0,0.00183675344635768,1.17626952416581
2020-04-19,Sandsjo,3.4493054154071,7.4007906402569,0.0469932649405678,-0.518166420425629,8.69006004699765,0.275635298875846,2.26173309488507e-06,0.000678595319569241,1.73727021208543
2020-04-20,Sandsjo,3.93768057257451,8.83034790745972,-0.159017774361757,-0.320576723990603,9.3407263260001,0.261036040177189,0,0.000382006719726401,2.27178918629731
2020-04-21,Sandsjo,3.64578417595717,8.68579872518683,-0.894283693639636,-0.15978223112523,8.45432002276621,0.240333454091173,0,0.000166840511299491,2.53089644097782
2020-04-22,Sandsjo,3.5238563716187,8.69035145533712,-1.87881158864798,-0.22407815890818,8.44896229494277,0.219603125607941,0,2.18634199172334e-06,2.91840965560652
2020-04-23,Sandsjo,2.64977960702824,6.54829191960806,-1.09688018532921,-0.0524036578550569,8.3995521383488,0.18084984207228,1.50782206325729e-06,4.52346618977362e-07,3.31803502940599
2020-04-24,Sandsjo,1.98370570118086,4.81711627994611,-1.47817133541912,0.0173596107257718,9.08712720902385,0.162693510110163,0.000826286490665355,7.53911031628821e-07,3.44128122851714
2020-04-25,Sandsjo,1.13718243885436,5.26214565214059,-3.27536156226091,-0.123096374371516,12.8655159307334,0.161879021781663,0,0.000165558862545723,3.1481612856719
2020-04-26,Sandsjo,1.41115246050479,5.08800372389055,-3.54738718874296,0.211996943129956,9.37584920839822,0.126590692523838,0.000649494353748364,0.000165558862545723,2.58806165892786
2020-04-27,Sandsjo,-0.014373743544084,3.31243896526286,-4.5307769012137,0.0147352871427865,7.83044238288097,0.108811372626441,0.000547716364478442,0.000295457733295396,2.14113531583739
2020-04-28,Sandsjo,-0.685854016444971,2.05816180884767,-3.99241656093744,0.0618090914124541,9.97234290607475,0.128695557994607,0.000539423343130528,0.000405001006191084,1.43348929280483
2020-04-29,Sandsjo,0.0386465929982762,3.68462465505212,-3.81941281522501,-0.132554873951835,8.42098304964257,0.104664951258035,0.000509266901865374,0.000512584110404538,0.766362568110191
2020-04-30,Sandsjo,0.588436182922708,4.02266486871395,-3.13081237998801,0.0535534068076705,7.17679958842106,0.102281239128077,0.00024389021873197,0.000449180192644542,0.377350746473674
2020-05-01,Sandsjo,0.870041512429426,3.24756256062074,-4.09940571947016,-0.0494512938242053,9.20678313041405,0.0976265628158172,0.00379858073286262,0.000497958236390936,0.267601495287343
2020-05-02,Sandsjo,2.26772966857994,4.82508355770915,0.329262534260863,0.598428590723434,9.39132708877705,0.0766344599178361,0.00968549502333754,0.00112777551221379,0.159379305672271
2020-05-03,Sandsjo,4.11722886787804,7.6694017191262,0.326986169185659,1.21612875406682,7.7536482840783,0.056940558940826,9.7254523080131e-05,0.00295533124398561,0.615799988097075
2020-05-04,Sandsjo,3.68500404923134,7.56013619551834,-0.639330805221334,1.2659909021434,10.2896394538408,0.0424394656477,3.92033736447035e-05,0.00286689747997553,1.57641656496168
2020-05-05,Sandsjo,4.00028061214151,8.94985707390578,-1.39394582763811,1.84356078403042,11.6320479251588,0.0258776101819423,0,0.00277288477433139,2.30568805620829
2020-05-06,Sandsjo,4.32897824414067,7.59541985418338,0.785673731831139,3.60535668273615,15.6098631825186,0.00680684612699826,0.00101401033754098,0.002724106730585,2.98805694205205
2020-05-07,Sandsjo,3.30309638360022,6.36732089613258,-1.59085140663973,3.39798044627293,14.0174274127734,0.000604286318830081,0.000222026798814732,0.00216719265152067,3.6798442883943
2020-05-08,Sandsjo,2.01794602585312,4.558748843915,-2.491153793867,1.36248946722581,8.1417858997321,9.35416726617714e-05,0.00551674397394508,0.000274499006616109,3.88691763139835
2020-05-09,Sandsjo,3.30001380589428,8.27946755927007,-0.92160007454163,3.31465817251339,11.6826486879357,0.00145220779269172,0.000323050877053014,0.0013583968967891,3.46706106299337
2020-05-10,Sandsjo,1.86571411145155,4.2821704872826,-1.06728743935207,2.26574884044197,8.71089565519993,0.00658775232334945,0.00224590096322273,0.00141516639747076,3.39006301432596
2020-05-11,Sandsjo,1.41451958384514,5.45222213591677,-2.32725550845521,1.5252522027784,12.305335721638,0.000265331132340935,0.000354338184865615,0.00186434659011531,2.96314971418796
2020-05-12,Sandsjo,1.91138368577202,5.58880404042657,-1.94254981075255,1.77100917164268,9.49193331123946,0.000180681253658453,0.000618207045935759,0.00173241215958023,2.38025798212886
2020-05-13,Sandsjo,2.02453799971661,6.20228442818319,-3.17633968149124,2.12015355499467,8.27632439840964,0,0.00030005659058833,0.00181164820900444,2.10191544256322
2020-05-14,Sandsjo,2.15960232750966,6.18862623773219,-3.07276507057134,2.19314255464624,9.97591472462371,0,0.000566187184753361,0.000768310732333091,2.10323383733592
2020-05-15,Sandsjo,2.0245379997166,5.84603329392007,-2.03929532644702,2.06351190432873,10.4753740183868,0.000197042154580269,0.00100910991583539,0.00081693799387316,1.87515154165899
2020-05-16,Sandsjo,2.00831889855607,5.80392054002954,-1.86060066804663,2.13119758340638,6.11954129792852,0.000176413192548401,0.0050127544493011,0.000569579784395691,1.906916319312
2020-05-17,Sandsjo,2.49029177894959,6.70080837964406,-3.25601245912202,2.70237067655989,6.5636374041827,0.000565873768839727,0.00215844728355377,0.00150126303728279,2.02567618225419
2020-05-18,Sandsjo,3.3799711291594,7.44745612429773,-2.39782282578528,3.80245431849937,7.23513929138742,0.000257862025398385,0.000490419126074651,0.00180931108480639,2.1414578008897
2020-05-19,Sandsjo,3.05919335065092,5.97920065081718,-0.664370821048124,3.17507696194375,8.4644401753216,0.00067897738825583,0.00531808841711084,0.00184738359190366,2.41254442677826
2020-05-20,Sandsjo,4.65781814895702,9.2878972875676,-0.698516297175559,3.8375546464217,8.92341885886312,0.000183526627731821,0.0003513225407391,0.00279776383837515,2.59246263140651
2020-05-21,Sandsjo,7.04942420605089,12.0798590522559,2.25506738784935,4.96486564553458,9.17999449129684,0,1.1308665474434e-06,0.00266620636335589,3.1191186612546
2020-05-22,Sandsjo,7.93725400963715,13.6186818430666,0.922255636340992,6.35460900294524,8.91865643413117,0,0,0.00166388164680516,4.12733972275356
2020-05-23,Sandsjo,8.41325143170835,13.7541255650388,1.90223080119898,7.37623630443529,13.9275366459579,0,0.000615568357325062,0.00123219219009441,5.21673216889107
2020-05-24,Sandsjo,7.07081255290295,10.2553524445122,3.3499989890031,6.26467124682027,10.2443964188873,0,0.0022892508475414,0.00125722203634449,6.22338822940087
2020-05-25,Sandsjo,11.020543079674,16.0782943067809,2.67619492675465,8.47692135386254,6.71960681415401,0,3.7695551581441e-06,0.000651454522430601,7.02571206985127
2020-05-26,Sandsjo,13.0565145180459,17.7662190100148,5.56148765952463,10.8379924774228,10.3116656682261,0,0.000590689293281304,0.00058194392531441,8.29825705599466
2020-05-27,Sandsjo,10.7112893993585,14.1115148818395,6.52894281646917,10.360146891689,11.4844127584684,0,0.00134384641387866,0.000699855610661182,9.49967511839367
2020-05-28,Sandsjo,9.24412468414311,12.7695976700305,4.92638180355397,8.90069493910548,13.6001199456364,0,0.000223157665362173,0.000968624893436913,10.0544821963379
2020-05-29,Sandsjo,10.1441899500084,13.5299036051352,5.22686199347555,9.2387406206378,13.6739375289816,0,2.3748197496308e-05,0.000890142755044335,10.2206568468249
2020-05-30,Sandsjo,12.0486538810172,17.3689933043988,5.73335322269946,10.6799316549564,7.26728565832808,0,0,0.000437042225035317,10.835332326246
2020-05-31,Sandsjo,16.3889707152684,23.1748624286038,6.54601555453291,13.7305984733521,6.97558714349624,0,0,0.000436288314003689,11.0409544865146
2020-06-01,Sandsjo,18.8648971286881,25.3226128770207,11.5084914183898,16.8511925805525,7.2000164089893,0,0,0.000318150455347428,11.7074457259591
2020-06-02,Sandsjo,17.3111356920717,23.1088478414241,11.8840916557918,15.8939158802534,7.37384491170542,0,0.00185462113780729,4.93811725716966e-05,13.338167271825
